Rv_ID	gene_name	Description	Expt	log2FC	q-val	q_val_D	UK_score_4
Rv0287	esxG	ESAT-6 like protein EsxG (conserved protein TB9.8)	2017_Xu_1B	0	1	1	3
Rv0288	esxH	Low molecular weight protein antigen 7 EsxH (10 kDa antigen) (CFP-7) (protein TB10.4)	2017_Xu_1B	0	1	1	3
Rv0289	espG3	ESX-3 secretion-associated protein EspG3	2017_Xu_1B	0	1	1	3
Rv0290	eccD3	ESX conserved component EccD3 ESX-3 type VII secretion system protein Probable transmembrane protein	2017_Xu_1B	0	1	1	2
Rv0291	mycP3	Probable membrane-anchored mycosin MycP3 (serine protease) (subtilisin-like protease) (subtilase-like) (mycosin-3)	2017_Xu_1B	0	1	1	0
Rv0292	eccE3	ESX conserved component EccE3 ESX-3 type VII secretion system protein Probable transmembrane protein	2017_Xu_1B	0.148566786238716	1	1	2
Rv0293c	-	hypothetical protein	2017_Xu_1B	0.134002038564536	1	1	4
Rv0294	tam	Probable trans-aconitate methyltransferase Tam	2017_Xu_1B	0.063644277575573	1	1	2
Rv0295c	-	hypothetical protein	2017_Xu_1B	0.259285343047833	1	1	4
Rv0296c	-	Probable sulfatase	2017_Xu_1B	0.055731859039745	1	1	2
Rv0297	PE_PGRS5	PE-PGRS family protein PE_PGRS5	2017_Xu_1B	0.220699854061207	1	1	2
Rv0298	-	Hypothetical protein	2017_Xu_1B	0.357870250072578	1	1	4
Rv0299	-	Hypothetical protein	2017_Xu_1B	-0.265282624795973	1	1	3
Rv0300	vapB2	Possible antitoxin VapB2	2017_Xu_1B	-0.171985111803636	1	1	3
Rv0301	vapC2	Possible toxin VapC2	2017_Xu_1B	-0.115100712603871	1	1	3
Rv0302	-	Probable transcriptional regulatory protein (probably TetR/AcrR-family)	2017_Xu_1B	-0.236024577036122	1	1	1
Rv0303	-	Probable dehydrogenase/reductase	2017_Xu_1B	-0.042413289106662	1	1	3
Rv0304c	PPE5	PPE family protein PPE5	2017_Xu_1B	-0.077626947998753	1	1	2
Rv0305c	PPE6	PPE family protein PPE6	2017_Xu_1B	0.11617308720215	1	1	2
Rv0306	-	Putative oxidoreductase	2017_Xu_1B	0.091478831950796	1	1	2
Rv0307c	-	hypothetical protein	2017_Xu_1B	-0.214409458841836	1	1	4
Rv0308	-	Probable conserved integral membrane protein	2017_Xu_1B	-0.059570041870969	1	1	3
Rv0309	-	Possible conserved exported protein	2017_Xu_1B	-1.94472474532638	0	3	4
Rv0310c	-	hypothetical protein	2017_Xu_1B	-0.362718841504957	1	1	4
Rv0311	-	hypothetical protein	2017_Xu_1B	-0.020294501850601	1	1	4
Rv0312	-	Conserved hypothetical proline and threonine rich protein	2017_Xu_1B	-1.03342679778866	0.346423	1	3
Rv0313	-	hypothetical protein	2017_Xu_1B	-0.271663586912012	1	1	4
Rv0314c	-	Possible conserved membrane protein	2017_Xu_1B	-0.33507627678468	1	1	3
Rv0315	-	Possible beta-1,3-glucanase precursor	2017_Xu_1B	0.761474986562427	1	1	1
Rv0316	-	Possible muconolactone isomerase	2017_Xu_1B	0.467266723182102	1	1	1
Rv0317c	glpQ2	Possible glycerophosphoryl diester phosphodiesterase GlpQ2 (glycerophosphodiester phosphodiesterase)	2017_Xu_1B	0.27262421673784	1	1	0
Rv0318c	-	Probable conserved integral membrane protein	2017_Xu_1B	0.232235727937608	1	1	2
Rv0319	pcp	Probable pyrrolidone-carboxylate peptidase Pcp (5-oxoprolyl-peptidase) (pyroglutamyl-peptidase I) (PGP-I) (pyrase)	2017_Xu_1B	0.133534875451427	1	1	0
Rv0320	-	Possible conserved exported protein	2017_Xu_1B	0.043324437202384	1	1	4
Rv0321	dcd	Probable deoxycytidine triphosphate deaminase Dcd (dCTP deaminase)	2017_Xu_1B	-0.324047327227681	1	1	0
Rv0322	udgA	Probable UDP-glucose 6-dehydrogenase UdgA (UDP-GLC dehydrogenase) (UDP-GLCDH) (UDPGDH)	2017_Xu_1B	0.162641265971049	1	1	0
Rv0323c	-	hypothetical protein	2017_Xu_1B	-0.522791666914978	1	1	4
Rv0324	-	Possible transcriptional regulatory protein (possibly ArsR-family)	2017_Xu_1B	0.471638238544661	1	1	1
Rv0325	-	Hypothetical protein	2017_Xu_1B	0.01960108159206	1	1	4
Rv0326	-	Hypothetical protein	2017_Xu_1B	-0.003000406712424	1	1	4
Rv0327c	cyp135A1	Possible cytochrome P450 135A1 Cyp135A1	2017_Xu_1B	-0.107297106442785	1	1	0
Rv0328	-	Possible transcriptional regulatory protein (possibly TetR/AcrR-family)	2017_Xu_1B	0.675138232750786	1	1	1
Rv0329c	-	hypothetical protein	2017_Xu_1B	-0.041335285826348	1	1	4
Rv0330c	-	Hypothetical protein	2017_Xu_1B	0.154434603668284	1	1	3
Rv0331	-	Possible dehydrogenase/reductase	2017_Xu_1B	0.048741814107554	1	1	3
Rv0332	-	hypothetical protein	2017_Xu_1B	-0.024755187888559	1	1	4
Rv0333	-	hypothetical protein	2017_Xu_1B	-0.29481039151812	1	1	4
Rv0334	rmlA	Alpha-D-glucose-1-phosphate thymidylyltransferase RmlA (dTDP-glucose synthase) (dTDP-glucose pyrophosphorylase)	2017_Xu_1B	0	1	1	0
Rv0335c	PE6	PE family protein PE6	2017_Xu_1B	0	1	1	2
Rv0336	-	Conserved 13E12 repeat family protein	2017_Xu_1B	0.160644575030901	1	1	4
Rv0337c	aspC	Probable aspartate aminotransferase AspC (transaminase A) (ASPAT)	2017_Xu_1B	0	1	1	0
Rv0338c	-	Probable iron-sulfur-binding reductase	2017_Xu_1B	-1.75488750216347	1	1	3
Rv0339c	-	Possible transcriptional regulatory protein	2017_Xu_1B	0.043241272932572	1	1	2
Rv0340	-	hypothetical protein	2017_Xu_1B	0.287908031339389	1	1	4
Rv0341	iniB	Isoniazid inductible gene protein IniB	2017_Xu_1B	-0.082167950528804	1	1	3
Rv0342	iniA	Isoniazid inductible gene protein IniA	2017_Xu_1B	0.1203466417961	1	1	3
Rv0343	iniC	Isoniazid inductible gene protein IniC	2017_Xu_1B	0.259955498758072	1	1	3
Rv0344c	lpqJ	Probable lipoprotein LpqJ	2017_Xu_1B	-0.137633800073755	1	1	2
Rv0345	-	hypothetical protein	2017_Xu_1B	0.129396212657629	1	1	3
Rv0346c	ansP2	Possible L-asparagine permease AnsP2 (L-asparagine transport protein)	2017_Xu_1B	0.5369896562222	1	1	0
Rv0347	-	Probable conserved membrane protein	2017_Xu_1B	0	1	1	4
Rv0348	-	Possible transcriptional regulatory protein	2017_Xu_1B	0.134673214907133	1	1	1
Rv0349	-	Hypothetical protein	2017_Xu_1B	0.124527564734877	1	1	4
Rv0350	dnaK	Probable chaperone protein DnaK (heat shock protein 70) (heat shock 70 kDa protein) (HSP70)	2017_Xu_1B	0	1	1	0
Rv0351	grpE	Probable GrpE protein (HSP-70 cofactor)	2017_Xu_1B	-0.327751944629555	1	1	0
Rv0352	dnaJ1	Probable chaperone protein DnaJ1	2017_Xu_1B	-0.903587779068424	1	1	0
Rv0353	hspR	Probable heat shock protein transcriptional repressor HspR (MerR family)	2017_Xu_1B	-0.392326383200112	1	1	0
Rv0354c	PPE7	PPE family protein PPE7	2017_Xu_1B	0.010399083573582	1	1	2
Rv0355c	PPE8	PPE family protein PPE8	2017_Xu_1B	-0.065964208933446	1	1	2
Rv0356c	-	hypothetical protein	2017_Xu_1B	0.084734745578402	1	1	3
Rv0357c	purA	Probable adenylosuccinate synthetase PurA (imp--aspartate ligase) (ADSS) (ampsase)	2017_Xu_1B	0	1	1	0
Rv0358	-	hypothetical protein	2017_Xu_1B	0.321928094887362	1	1	4
Rv0359	-	Probable conserved integral membrane protein	2017_Xu_1B	-0.020730793337351	1	1	4
Rv0360c	-	hypothetical protein	2017_Xu_1B	-0.263034405833794	1	1	4
Rv0361	-	Probable conserved membrane protein	2017_Xu_1B	-3.40498383461492	0	3	3
Rv0362	mgtE	Possible Mg2+ transport transmembrane protein MgtE	2017_Xu_1B	-0.697468694319337	1	1	0
Rv0363c	fba	Probable fructose-bisphosphate aldolase Fba	2017_Xu_1B	0	1	1	0
Rv0364	-	Possible conserved transmembrane protein	2017_Xu_1B	-0.510113524639058	1	1	4
Rv0365c	-	hypothetical protein	2017_Xu_1B	0.087380932251999	1	1	3
Rv0366c	-	hypothetical protein	2017_Xu_1B	0.301061643050728	1	1	4
Rv0367c	-	Hypothetical protein	2017_Xu_1B	0.013373862083372	1	1	4
Rv0368c	-	hypothetical protein	2017_Xu_1B	-0.108270578597874	1	1	4
Rv0369c	-	Possible membrane oxidoreductase	2017_Xu_1B	-0.20098971460321	1	1	3
Rv0370c	-	Possible oxidoreductase	2017_Xu_1B	0.411082021178707	1	1	3
Rv0371c	-	hypothetical protein	2017_Xu_1B	-2.13750352374994	1	1	3
Rv0372c	-	hypothetical protein	2017_Xu_1B	0.000377718300597	1	1	3
Rv0373c	-	Probable carbon monoxyde dehydrogenase (large chain)	2017_Xu_1B	-0.055385990354936	1	1	2
Rv0374c	-	Probable carbon monoxyde dehydrogenase (small chain)	2017_Xu_1B	-0.193332697726105	1	1	2
Rv0375c	-	Probable carbon monoxyde dehydrogenase (medium chain)	2017_Xu_1B	0.131865447873974	1	1	2
Rv0376c	-	hypothetical protein	2017_Xu_1B	0.005675392706971	1	1	3
Rv0377	-	Probable transcriptional regulatory protein (probably LysR-family)	2017_Xu_1B	0.067064468330582	1	1	1
Rv0378	-	Conserved hypothetical glycine rich protein	2017_Xu_1B	0.036498696133801	1	1	4
Rv0379	secE2	Possible protein transport protein SecE2	2017_Xu_1B	0	1	1	1
Rv0380c	-	Possible RNA methyltransferase (RNA methylase)	2017_Xu_1B	0.381365874079446	1	1	1
Rv0381c	-	Hypothetical protein	2017_Xu_1B	-0.008743633071976	1	1	4
Rv0382c	pyrE	Probable orotate phosphoribosyltransferase PyrE (OPRT) (oprtase)	2017_Xu_1B	0	1	1	0
Rv0383c	-	Possible conserved secreted protein	2017_Xu_1B	0	1	1	3
Rv0384c	clpB	Probable endopeptidase ATP binding protein (chain B) ClpB (ClpB protein) (heat shock protein F84.1)	2017_Xu_1B	-1.06558834162758	1	1	0
Rv0385	-	Probable monooxygenase	2017_Xu_1B	-0.437952620468222	1	1	2
Rv0386	-	Probable transcriptional regulatory protein (probably LuxR/UhpA-family)	2017_Xu_1B	-0.084024069225481	1	1	1
Rv0387c	-	hypothetical protein	2017_Xu_1B	0	1	1	4
Rv0388c	PPE9	PPE family protein PPE9	2017_Xu_1B				2
Rv0389	purT	Probable phosphoribosylglycinamide formyltransferase 2 PurT (GART 2) (gar transformylase 2) (5'-phosphoribosylglycinamide transformylase 2) (formate-dependent gar transformylase)	2017_Xu_1B	0.205941900555854	1	1	0
Rv0390	-	hypothetical protein	2017_Xu_1B	-0.220209956149251	1	1	3
Rv0391	metZ	Probable O-succinylhomoserine sulfhydrylase MetZ (OSH sulfhydrylase)	2017_Xu_1B	0.169099925764993	1	1	0
Rv0392c	ndhA	Probable membrane NADH dehydrogenase NdhA	2017_Xu_1B	0.238301735736576	1	1	0
Rv0393	-	Conserved 13E12 repeat family protein	2017_Xu_1B	0.159927381786902	1	1	4
Rv0394c	-	Possible secreted protein	2017_Xu_1B	0.01653240698688	1	1	4
Rv0395	-	Hypothetical protein	2017_Xu_1B	-0.20728788962573	1	1	4
Rv0396	-	Hypothetical protein	2017_Xu_1B	0.123122829497997	1	1	4
Rv0397	-	Conserved 13E12 repeat family protein	2017_Xu_1B	0.011788658524592	1	1	4
Rv0398c	-	Possible secreted protein	2017_Xu_1B	0.296467632905334	1	1	4
Rv0399c	lpqK	Possible conserved lipoprotein LpqK	2017_Xu_1B	0.248050546655131	1	1	1
Rv0400c	fadE7	Acyl-CoA dehydrogenase FadE7	2017_Xu_1B	0.421282555896006	1	1	1
Rv0401	-	Probable conserved transmembrane protein	2017_Xu_1B	-0.390272273804076	1	1	3
Rv0402c	mmpL1	Probable conserved transmembrane transport protein MmpL1	2017_Xu_1B	0.065201385225197	1	1	2
Rv0403c	mmpS1	Probable conserved membrane protein MmpS1	2017_Xu_1B	0.154152627054853	1	1	2
Rv0404	fadD30	Fatty-acid-AMP ligase FadD30 (fatty-acid-AMP synthetase) (fatty-acid-AMP synthase)	2017_Xu_1B	-0.183920284586597	1	1	1
Rv0405	pks6	Probable membrane bound polyketide synthase Pks6	2017_Xu_1B	-0.109138879199635	1	1	0
Rv0406c	-	Beta lactamase like protein	2017_Xu_1B	-0.55889461898979	1	1	4
Rv0407	fgd1	F420-dependent glucose-6-phosphate dehydrogenase Fgd1	2017_Xu_1B	0.227305352899327	1	1	0
Rv0408	pta	Probable phosphate acetyltransferase Pta (phosphotransacetylase)	2017_Xu_1B	-0.243595269090984	1	1	0
Rv0409	ackA	Probable acetate kinase AckA (acetokinase)	2017_Xu_1B	-0.168945242463476	1	1	0
Rv0410c	pknG	Serine/threonine-protein kinase PknG (protein kinase G) (STPK G)	2017_Xu_1B	-2.95560588064155	0.000258	3	1
Rv0411c	glnH	Probable glutamine-binding lipoprotein GlnH (GLNBP)	2017_Xu_1B	-4.5077946401987	0.025322	2	0
Rv0412c	-	Possible conserved membrane protein	2017_Xu_1B	-3.56543994245634	0.000412	3	3
Rv0413	mutT3	Possible mutator protein MutT3 (7,8-dihydro-8-oxoguanine-triphosphatase) (8-oxo-dGTPase) (dGTP pyrophosphohydrolase)	2017_Xu_1B	-0.727837858081804	1	1	1
Rv0414c	thiE	Thiamine-phosphate pyrophosphorylase ThiE (TMP pyrophosphorylase) (TMP-PPASE) (thiamine-phosphate synthase)	2017_Xu_1B	0	1	1	0
Rv0415	thiO	Possible thiamine biosynthesis oxidoreductase ThiO	2017_Xu_1B	0	1	1	1
Rv0416	thiS	Possible protein ThiS	2017_Xu_1B	0	1	1	1
Rv0417	thiG	Probable thiamin biosynthesis protein ThiG (thiazole biosynthesis protein)	2017_Xu_1B	0	1	1	0
Rv0418	lpqL	Probable lipoprotein aminopeptidase LpqL	2017_Xu_1B	0.17283418128095	1	1	2
Rv0419	lpqM	Possible lipoprotein peptidase LpqM	2017_Xu_1B	-0.048414549758163	1	1	2
Rv0420c	-	Possible transmembrane protein	2017_Xu_1B	0.106525433261871	1	1	4
Rv0421c	-	hypothetical protein	2017_Xu_1B	0.935752276455197	1	1	4
Rv0422c	thiD	Probable phosphomethylpyrimidine kinase ThiD (HMP-phosphate kinase) (HMP-P kinase)	2017_Xu_1B	0	1	1	0
Rv0423c	thiC	Probable thiamine biosynthesis protein ThiC	2017_Xu_1B	0	1	1	0
Rv0424c	-	Hypothetical protein	2017_Xu_1B	0.125550708991773	1	1	4
Rv0425c	ctpH	Possible metal cation transporting P-type ATPase CtpH	2017_Xu_1B	0.242188311040175	1	1	0
Rv0426c	-	Possible transmembrane protein	2017_Xu_1B	0.416608518139208	1	1	4
Rv0427c	xthA	Probable exodeoxyribonuclease III protein XthA (exonuclease III) (EXO III) (AP endonuclease VI)	2017_Xu_1B	-0.045289000548869	1	1	0
Rv0428c	-	GCN5-related N-acetyltransferase	2017_Xu_1B	0.030966350683213	1	1	4
Rv0429c	def	Probable polypeptide deformylase Def (PDF) (formylmethionine deformylase)	2017_Xu_1B	0	1	1	0
Rv0430	-	hypothetical protein	2017_Xu_1B	0	1	1	4
Rv0431	-	Putative tuberculin related peptide	2017_Xu_1B	-4.19854567938208	0.009295	3	3
Rv0432	sodC	Periplasmic superoxide dismutase [Cu-Zn] SodC	2017_Xu_1B	-0.768571413863209	0.808582	1	0
Rv0433	-	hypothetical protein	2017_Xu_1B	-0.084026086637953	1	1	4
Rv0434	-	hypothetical protein	2017_Xu_1B	0.175858007711577	1	1	4
Rv0435c	-	Putative conserved ATPase	2017_Xu_1B	-0.107326794915706	1	1	1
Rv0436c	pssA	Probable CDP-diacylglycerol--serine O-phosphatidyltransferase PssA (PS synthase) (phosphatidylserine synthase)	2017_Xu_1B	-1.78205348369474	0.000699	3	0
Rv0437c	psd	Possible phosphatidylserine decarboxylase Psd (PS decarboxylase)	2017_Xu_1B	-1.02035144591755	1	1	1
Rv0438c	moeA2	Probable molybdopterin biosynthesis protein MoeA2	2017_Xu_1B	-0.026584317470964	1	1	0
Rv0439c	-	Probable dehydrogenase/reductase	2017_Xu_1B	-0.121035729989261	1	1	3
Rv0440	groEL2	60 kDa chaperonin 2 GroEL2 (protein CPN60-2) (GroEL protein 2) (65 kDa antigen) (heat shock protein 65) (cell wall protein A) (antigen A)	2017_Xu_1B	0	1	1	0
Rv0441c	-	Hypothetical protein	2017_Xu_1B	0.056998315396818	1	1	3
Rv0442c	PPE10	PPE family protein PPE10	2017_Xu_1B	-0.145555611097688	1	1	2
Rv0443	-	hypothetical protein	2017_Xu_1B	0.065248888057239	1	1	4
Rv0444c	rskA	Anti-sigma factor RskA (regulator of sigma K)	2017_Xu_1B	-0.498121836437994	1	1	2
Rv0445c	sigK	Alternative RNA polymerase sigma factor SigK	2017_Xu_1B	-0.013936313768358	1	1	0
Rv0446c	-	Possible conserved transmembrane protein	2017_Xu_1B	0.03958470955722	1	1	4
Rv0447c	ufaA1	Probable cyclopropane-fatty-acyl-phospholipid synthase UfaA1 (cyclopropane fatty acid synthase) (CFA synthase)	2017_Xu_1B	0.046469148674986	1	1	0
Rv0448c	-	hypothetical protein	2017_Xu_1B	-0.353453501658799	1	1	4
Rv0449c	-	hypothetical protein	2017_Xu_1B	0.018679414590818	1	1	3
Rv0450c	mmpL4	Probable conserved transmembrane transport protein MmpL4	2017_Xu_1B	-0.115562124287564	1	1	2
Rv0451c	mmpS4	Probable conserved membrane protein MmpS4	2017_Xu_1B	0.155237183974246	1	1	2
Rv0452	-	Possible transcriptional regulatory protein	2017_Xu_1B	-0.070586970886555	1	1	1
Rv0453	PPE11	PPE family protein PPE11	2017_Xu_1B	-0.04967703535128	1	1	2
Rv0454	-	hypothetical protein	2017_Xu_1B	0.033051285538465	1	1	3
Rv0455c	-	hypothetical protein	2017_Xu_1B	-1.02308361311304	1	1	4
Rv0456c	echA2	enoyl-CoA hydratase EchA2 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase)	2017_Xu_1B	-0.18526617144344	1	1	0
Rv0456A	mazF1	Possible toxin MazF1	2017_Xu_1B	0.168347557738727	1	1	1
Rv0457c	-	Probable peptidase	2017_Xu_1B	0.171329909862255	1	1	2
Rv0458	-	Probable aldehyde dehydrogenase	2017_Xu_1B	0.04799663917629	1	1	1
Rv0459	-	hypothetical protein	2017_Xu_1B	0.336164915885699	1	1	4
Rv0460	-	Conserved hydrophobic protein	2017_Xu_1B	1.04901030866157	1	1	4
Rv0461	-	Probable transmembrane protein	2017_Xu_1B	0.404091470980148	1	1	3
Rv0462	lpdC	Dihydrolipoamide dehydrogenase LpdC (lipoamide reductase (NADH)) (lipoyl dehydrogenase) (dihydrolipoyl dehydrogenase) (diaphorase)	2017_Xu_1B	2.28540221886225	1	1	0
Rv0463	-	Probable conserved membrane protein	2017_Xu_1B	-0.432262621442282	1	1	4
Rv0464c	-	hypothetical protein	2017_Xu_1B	-0.137580195869568	1	1	4
Rv0465c	-	Probable transcriptional regulatory protein	2017_Xu_1B	-0.124992277033836	1	1	1
Rv0466	-	hypothetical protein	2017_Xu_1B	-0.037745134681391	1	1	3
Rv0467	icl1	Isocitrate lyase Icl (isocitrase) (isocitratase)	2017_Xu_1B	1.92318440294917	0.793074	1	0
Rv0468	fadB2	3-hydroxybutyryl-CoA dehydrogenase FadB2 (beta-hydroxybutyryl-CoA dehydrogenase) (BHBD)	2017_Xu_1B	0.497618688804731	1	1	0
Rv0469	umaA	Possible mycolic acid synthase UmaA	2017_Xu_1B	-0.07965808731527	1	1	0
Rv0470c	pcaA	Mycolic acid synthase PcaA (cyclopropane synthase)	2017_Xu_1B	0.401616983516522	1	1	0
Rv0470A	-	Hypothetical protein	2017_Xu_1B	0.1499498961563	1	1	2
Rv0471c	-	Hypothetical protein	2017_Xu_1B	0.026121377183091	1	1	4
Rv0472c	-	Probable transcriptional regulatory protein (possibly TetR-family)	2017_Xu_1B	-4.80007024031904	0	3	1
Rv0473	-	Possible conserved transmembrane protein	2017_Xu_1B	0.010918871681509	1	1	3
Rv0474	-	Probable transcriptional regulatory protein	2017_Xu_1B	0.115158571868466	1	1	1
Rv0475	hbhA	Iron-regulated heparin binding hemagglutinin HbhA (adhesin)	2017_Xu_1B	0.065271409986132	1	1	1
Rv0476	-	Possible conserved transmembrane protein	2017_Xu_1B	0.188897591364365	1	1	3
Rv0477	-	Possible conserved secreted protein	2017_Xu_1B	0.021502316758086	1	1	3
Rv0478	deoC	Probable deoxyribose-phosphate aldolase DeoC (phosphodeoxyriboaldolase) (deoxyriboaldolase)	2017_Xu_1B	0.344818729291571	1	1	0
Rv0479c	-	Probable conserved membrane protein	2017_Xu_1B	-1.19590591532187	1	1	3
Rv0480c	-	Possible amidohydrolase	2017_Xu_1B	0.037899184337849	1	1	4
Rv0481c	-	Hypothetical protein	2017_Xu_1B	-0.049161357752485	1	1	4
Rv0482	murB	Probable UDP-N-acetylenolpyruvoylglucosamine reductase MurB (UDP-N-acetylmuramate dehydrogenase)	2017_Xu_1B	0	1	1	0
Rv0483	lprQ	Probable conserved lipoprotein LprQ	2017_Xu_1B	-0.361714363869361	1	1	3
Rv0484c	-	Probable short-chain type oxidoreductase	2017_Xu_1B	-0.264899826015822	1	1	3
Rv0485	-	Possible transcriptional regulatory protein	2017_Xu_1B	-0.139069902617763	1	1	1
Rv0486	mshA	Glycosyltransferase MshA	2017_Xu_1B	1.43871032826321	0.287508	1	1
Rv0487	-	hypothetical protein	2017_Xu_1B	0.14363378375744	1	1	4
Rv0488	-	Probable conserved integral membrane protein	2017_Xu_1B	0.074064986034796	1	1	3
Rv0489	gpm1	Probable phosphoglycerate mutase 1 Gpm1 (phosphoglyceromutase) (PGAM) (BPG-dependent PGAM)	2017_Xu_1B	0	1	1	0
Rv0490	senX3	Putative two component sensor histidine kinase SenX3	2017_Xu_1B	0.24533724410201	1	1	0
Rv0491	regX3	Two component sensory transduction protein RegX3 (transcriptional regulatory protein) (probably LuxR-family)	2017_Xu_1B	0.009901360705145	1	1	0
Rv0492c	-	Probable oxidoreductase GMC-type	2017_Xu_1B	0.278319648386428	1	1	2
Rv0492A	-	Hypothetical protein	2017_Xu_1B	-0.017453425717083	1	1	3
Rv0493c	-	hypothetical protein	2017_Xu_1B	-0.284534785937589	1	1	4
Rv0494	-	Probable transcriptional regulatory protein (probably GntR-family)	2017_Xu_1B	0.360990586369911	1	1	1
Rv0495c	-	hypothetical protein	2017_Xu_1B	-0.762230682989743	1	1	4
Rv0496	-	hypothetical protein	2017_Xu_1B	0.14132531942179	1	1	3
Rv0497	-	Probable conserved transmembrane protein	2017_Xu_1B	-0.975494154594781	1	1	3
Rv0498	-	hypothetical protein	2017_Xu_1B	0.338996399167999	1	1	3
Rv0499	-	hypothetical protein	2017_Xu_1B	0.223317522388274	1	1	3
Rv0500	proC	Probable pyrroline-5-carboxylate reductase ProC (P5CR) (P5C reductase)	2017_Xu_1B	0	1	1	0
Rv0500A	-	hypothetical protein	2017_Xu_1B	-0.385290155884792	1	1	2
Rv0500B	-	hypothetical protein	2017_Xu_1B	-0.175977671564571	1	1	3
Rv0501	galE2	Possible UDP-glucose 4-epimerase GalE2 (galactowaldenase) (UDP-galactose 4-epimerase) (uridine diphosphate galactose 4-epimerase) (uridine diphospho-galactose 4-epimerase)	2017_Xu_1B	0.117737517143108	1	1	0
Rv0502	-	hypothetical protein	2017_Xu_1B	0.251634120270347	1	1	3
Rv0503c	cmaA2	Cyclopropane-fatty-acyl-phospholipid synthase 2 CmaA2 (cyclopropane fatty acid synthase) (CFA synthase) (cyclopropane mycolic acid synthase 2) (mycolic acid trans-cyclopropane synthetase)	2017_Xu_1B	-0.971368197975872	0.287508	1	0
Rv0504c	-	hypothetical protein	2017_Xu_1B	-4.99548451887751	0.109352	1	4
Rv0505c	serB1	Possible phosphoserine phosphatase SerB1 (PSP) (O-phosphoserine phosphohydrolase) (pspase)	2017_Xu_1B	0.287562283961487	1	1	0
Rv0506	mmpS2	Probable conserved membrane protein MmpS2	2017_Xu_1B	0.104119402824506	1	1	2
Rv0507	mmpL2	Probable conserved transmembrane transport protein MmpL2	2017_Xu_1B	0.171761497721928	1	1	2
Rv0508	-	hypothetical protein	2017_Xu_1B	0.842126524358763	1	1	3
Rv0509	hemA	Probable glutamyl-tRNA reductase HemA (GLUTR)	2017_Xu_1B	0	1	1	0
Rv0510	hemC	Probable porphobilinogen deaminase HemC (PBG) (hydroxymethylbilane synthase) (HMBS) (pre-uroporphyrinogen synthase)	2017_Xu_1B	0	1	1	0
Rv0511	hemD	Probable uroporphyrin-III C-methyltransferase HemD (uroporphyrinogen III methylase) (urogen III methylase) (SUMT) (urogen III methylase) (UROM)	2017_Xu_1B	0	1	1	0
Rv0512	hemB	Probable delta-aminolevulinic acid dehydratase HemB (porphobilinogen synthase) (ALAD) (ALADH)	2017_Xu_1B	0	1	1	0
Rv0513	-	Possible conserved transmembrane protein	2017_Xu_1B	0.704231357696791	1	1	3
Rv0514	-	Possible transmembrane protein	2017_Xu_1B	0.49946155686616	1	1	3
Rv0515	-	Conserved 13E12 repeat family protein	2017_Xu_1B	0.204731788659396	1	1	4
Rv0516c	-	Possible anti-anti-sigma factor	2017_Xu_1B	-0.338151867801385	1	1	2
Rv0517	-	Possible membrane acyltransferase	2017_Xu_1B	-0.171286717810177	1	1	2
Rv0518	-	Possible exported protein	2017_Xu_1B	0.046836666786712	1	1	3
Rv0519c	-	Possible conserved membrane protein	2017_Xu_1B	-0.635964111151404	1	1	4
Rv0520	-	Possible methyltransferase/methylase (fragment)	2017_Xu_1B	-0.145991549945696	1	1	2
Rv0521	-	Possible methyltransferase/methylase (fragment)	2017_Xu_1B	0.112487756967705	1	1	2
Rv0522	gabP	Probable GABA permease GabP (4-amino butyrate transport carrier) (GAMA-aminobutyrate permease)	2017_Xu_1B	0.054712864262801	1	1	0
Rv0523c	-	hypothetical protein	2017_Xu_1B	0.105600895722021	1	1	4
Rv0524	hemL	Probable glutamate-1-semialdehyde 2,1-aminomutase HemL (GSA) (glutamate-1-semialdehyde aminotransferase) (GSA-at)	2017_Xu_1B	0	1	1	0
Rv0525	-	hypothetical protein	2017_Xu_1B	0	1	1	3
Rv0526	-	Possible thioredoxin protein (thiol-disulfide interchange protein)	2017_Xu_1B	0	1	1	2
Rv0527	ccdA	Possible cytochrome C-type biogenesis protein CcdA	2017_Xu_1B	0	1	1	0
Rv0528	-	Probable conserved transmembrane protein	2017_Xu_1B	0	1	1	2
Rv0529	ccsA	Possible cytochrome C-type biogenesis protein CcsA	2017_Xu_1B	0	1	1	0
Rv0530	-	hypothetical protein	2017_Xu_1B	-0.223427603672101	1	1	3
Rv0531	-	Possible conserved membrane protein	2017_Xu_1B	0	1	1	3
Rv0532	PE_PGRS6	PE-PGRS family protein PE_PGRS6	2017_Xu_1B	0.312234474864976	1	1	2
Rv0533c	fabH	3-oxoacyl-[acyl-carrier-protein] synthase III FabH (beta-ketoacyl-ACP synthase III) (KAS III)	2017_Xu_1B	-0.402492038559849	1	1	0
Rv0534c	menA	1,4-dihydroxy-2-naphthoate octaprenyltransferase MenA (DHNA-octaprenyltransferase)	2017_Xu_1B	0	1	1	0
Rv0535	pnp	Probable 5'-methylthioadenosine phosphorylase Pnp (MTA phosphorylase)	2017_Xu_1B	0.10437001941477	1	1	0
Rv0536	galE3	Probable UDP-glucose 4-epimerase GalE3 (galactowaldenase) (UDP-galactose 4-epimerase) (uridine diphosphate galactose 4-epimerase) (uridine diphospho-galactose 4-epimerase)	2017_Xu_1B	0.259568053755617	1	1	0
