Rv_ID,gene_name,Description,Expt,log2FC,q-val,# control reps,# experimental reps,meaning,paper_title,paper_URL
Rv0155,pntAa,Probable NAD(P) transhydrogenase (subunit alpha) PntAa [first part; catalytic part] (pyridine nucleotide transhydrogenase subunit alpha) (nicotinamide nucleotide transhydrogenase subunit alpha),xu_rif_4_vs_xu_rif_0,0.39,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0156,pntAb,Probable NAD(P) transhydrogenase (subunit alpha) PntAb [second part; integral membrane protein] (pyridine nucleotide transhydrogenase subunit alpha) (nicotinamide nucleotide transhydrogenase subunit alpha),xu_rif_4_vs_xu_rif_0,0.01,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0157,pntB,Probable NAD(P) transhydrogenase (subunit beta) PntB [integral membrane protein] (pyridine nucleotide transhydrogenase subunit beta) (nicotinamide nucleotide transhydrogenase subunit beta),xu_rif_4_vs_xu_rif_0,-0.27,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0157A,Rv0157A,hypothetical protein,xu_rif_4_vs_xu_rif_0,-0.35,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0158,Rv0158,Probable transcriptional regulatory protein (possibly TetR-family),xu_rif_4_vs_xu_rif_0,-0.1,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0159c,PE3,PE family protein PE3,xu_rif_4_vs_xu_rif_0,0.04,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0160c,PE4,PE family protein PE4,xu_rif_4_vs_xu_rif_0,0.06,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0161,Rv0161,Possible oxidoreductase,xu_rif_4_vs_xu_rif_0,0.04,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0162c,adhE1,Probable zinc-type alcohol dehydrogenase (E subunit) AdhE1,xu_rif_4_vs_xu_rif_0,0.2,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0163,Rv0163,hypothetical protein,xu_rif_4_vs_xu_rif_0,0,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0164,TB18.5,Conserved protein TB18.5,xu_rif_4_vs_xu_rif_0,-0.02,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0165c,mce1R,Probable transcriptional regulatory protein Mce1R (probably GntR-family),xu_rif_4_vs_xu_rif_0,-0.36,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0166,fadD5,Probable fatty-acid-CoA ligase FadD5 (fatty-acid-CoA synthetase) (fatty-acid-CoA synthase),xu_rif_4_vs_xu_rif_0,0,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0167,yrbE1A,Conserved integral membrane protein YrbE1A,xu_rif_4_vs_xu_rif_0,0.31,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0168,yrbE1B,Conserved integral membrane protein YrbE1B,xu_rif_4_vs_xu_rif_0,0.49,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0169,mce1A,Mce-family protein Mce1A,xu_rif_4_vs_xu_rif_0,0.54,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0170,mce1B,Mce-family protein Mce1B,xu_rif_4_vs_xu_rif_0,0.57,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0171,mce1C,Mce-family protein Mce1C,xu_rif_4_vs_xu_rif_0,0.5,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0172,mce1D,Mce-family protein Mce1D,xu_rif_4_vs_xu_rif_0,0.51,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0173,lprK,Possible Mce-family lipoprotein LprK (Mce-family lipoprotein Mce1E),xu_rif_4_vs_xu_rif_0,0.64,0.85602,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0174,mce1F,Mce-family protein Mce1F,xu_rif_4_vs_xu_rif_0,0.61,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0175,Rv0175,Probable conserved Mce associated membrane protein,xu_rif_4_vs_xu_rif_0,0.3,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0176,Rv0176,Probable conserved Mce associated transmembrane protein,xu_rif_4_vs_xu_rif_0,0.6,0.85314,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0177,Rv0177,Probable conserved Mce associated protein,xu_rif_4_vs_xu_rif_0,0.54,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0178,Rv0178,Probable conserved Mce associated membrane protein,xu_rif_4_vs_xu_rif_0,0.57,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0179c,lprO,Possible lipoprotein LprO,xu_rif_4_vs_xu_rif_0,-1.69,0,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0180c,Rv0180c,Probable conserved transmembrane protein,xu_rif_4_vs_xu_rif_0,-1.31,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0181c,Rv0181c,hypothetical protein,xu_rif_4_vs_xu_rif_0,0.02,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0182c,sigG,Probable alternative RNA polymerase sigma factor SigG (RNA polymerase ECF type sigma factor),xu_rif_4_vs_xu_rif_0,-0.33,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0183,Rv0183,Possible lysophospholipase,xu_rif_4_vs_xu_rif_0,0.36,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0184,Rv0184,hypothetical protein,xu_rif_4_vs_xu_rif_0,-0.37,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0185,Rv0185,hypothetical protein,xu_rif_4_vs_xu_rif_0,0.02,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0186,bglS,Probable beta-glucosidase BglS (gentiobiase) (cellobiase) (beta-D-glucoside glucohydrolase),xu_rif_4_vs_xu_rif_0,0.01,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0186Ac,Rv0186Ac,,xu_rif_4_vs_xu_rif_0,-0.09,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0187,Rv0187,Probable O-methyltransferase,xu_rif_4_vs_xu_rif_0,-0.05,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0188,Rv0188,Probable conserved transmembrane protein,xu_rif_4_vs_xu_rif_0,0.13,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0189c,ilvD,Probable dihydroxy-acid dehydratase IlvD (dad),xu_rif_4_vs_xu_rif_0,0,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0190,Rv0190,hypothetical protein,xu_rif_4_vs_xu_rif_0,0.01,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0191,Rv0191,Probable conserved integral membrane protein,xu_rif_4_vs_xu_rif_0,-0.5,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0192,Rv0192,hypothetical protein,xu_rif_4_vs_xu_rif_0,0.17,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0192A,Rv0192A,Conserved secreted protein,xu_rif_4_vs_xu_rif_0,0.22,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0193c,Rv0193c,Hypothetical protein,xu_rif_4_vs_xu_rif_0,-0.01,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0194,Rv0194,Probable transmembrane multidrug efflux pump,xu_rif_4_vs_xu_rif_0,0.06,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0195,Rv0195,Possible two component transcriptional regulatory protein (probably LuxR-family),xu_rif_4_vs_xu_rif_0,-0.2,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0196,Rv0196,Possible transcriptional regulatory protein,xu_rif_4_vs_xu_rif_0,-0.06,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0197,Rv0197,Possible oxidoreductase,xu_rif_4_vs_xu_rif_0,0.05,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0198c,zmp1,Probable zinc metalloprotease Zmp1,xu_rif_4_vs_xu_rif_0,-0.35,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0199,Rv0199,Probable conserved membrane protein,xu_rif_4_vs_xu_rif_0,0.59,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0200,Rv0200,Possible conserved transmembrane protein,xu_rif_4_vs_xu_rif_0,0.9,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0201c,Rv0201c,hypothetical protein,xu_rif_4_vs_xu_rif_0,-0.76,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0202c,mmpL11,Probable conserved transmembrane transport protein MmpL11,xu_rif_4_vs_xu_rif_0,-0.29,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0203,Rv0203,Possible exported protein,xu_rif_4_vs_xu_rif_0,0.22,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0204c,Rv0204c,Probable conserved transmembrane protein,xu_rif_4_vs_xu_rif_0,-2.94,0,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0205,Rv0205,Probable conserved transmembrane protein,xu_rif_4_vs_xu_rif_0,0.12,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0206c,mmpL3,Possible conserved transmembrane transport protein MmpL3,xu_rif_4_vs_xu_rif_0,-0.71,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0207c,Rv0207c,hypothetical protein,xu_rif_4_vs_xu_rif_0,-0.54,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0208c,Rv0208c,Hypothetical methlytransferase (methylase),xu_rif_4_vs_xu_rif_0,0.09,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0209,Rv0209,Hypothetical protein,xu_rif_4_vs_xu_rif_0,0.14,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0210,Rv0210,Hypothetical protein,xu_rif_4_vs_xu_rif_0,0.09,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0211,pckA,Probable iron-regulated phosphoenolpyruvate carboxykinase [GTP] PckA (phosphoenolpyruvate carboxylase) (PEPCK)(pep carboxykinase),xu_rif_4_vs_xu_rif_0,0,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0212c,nadR,Possible transcriptional regulatory protein NadR (probably AsnC-family),xu_rif_4_vs_xu_rif_0,-0.14,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0213c,Rv0213c,Possible methyltransferase (methylase),xu_rif_4_vs_xu_rif_0,0.04,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0214,fadD4,Probable fatty-acid-CoA ligase FadD4 (fatty-acid-CoA synthetase) (fatty-acid-CoA synthase),xu_rif_4_vs_xu_rif_0,0.13,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0215c,fadE3,Probable acyl-CoA dehydrogenase FadE3,xu_rif_4_vs_xu_rif_0,-0.04,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0216,Rv0216,Double hotdog hydratase,xu_rif_4_vs_xu_rif_0,0.07,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0217c,lipW,Possible esterase LipW,xu_rif_4_vs_xu_rif_0,0.12,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0218,Rv0218,Probable conserved transmembrane protein,xu_rif_4_vs_xu_rif_0,0.22,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0219,Rv0219,Probable conserved transmembrane protein,xu_rif_4_vs_xu_rif_0,0.12,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0220,lipC,Probable esterase LipC,xu_rif_4_vs_xu_rif_0,-0.13,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0221,Rv0221,Possible triacylglycerol synthase (diacylglycerol acyltransferase),xu_rif_4_vs_xu_rif_0,-0.04,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0222,echA1,Probable enoyl-CoA hydratase EchA1 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase),xu_rif_4_vs_xu_rif_0,-0.03,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0223c,Rv0223c,Probable aldehyde dehydrogenase,xu_rif_4_vs_xu_rif_0,0.05,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0224c,Rv0224c,Possible methyltransferase (methylase),xu_rif_4_vs_xu_rif_0,0,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0225,Rv0225,Possible conserved protein,xu_rif_4_vs_xu_rif_0,0,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0226c,Rv0226c,Probable conserved transmembrane protein,xu_rif_4_vs_xu_rif_0,0.23,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0227c,Rv0227c,Probable conserved membrane protein,xu_rif_4_vs_xu_rif_0,0,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0228,Rv0228,Probable integral membrane acyltransferase,xu_rif_4_vs_xu_rif_0,0.67,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0229Ac,Rv0229Ac,,xu_rif_4_vs_xu_rif_0,-0.11,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0229c,Rv0229c,Possible conserved membrane protein with PIN domain,xu_rif_4_vs_xu_rif_0,0.09,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0230c,php,Probable phosphotriesterase Php (parathion hydrolase) (PTE) (aryldialkylphosphatase) (paraoxonase) (a-esterase) (aryltriphosphatase) (paraoxon hydrolase),xu_rif_4_vs_xu_rif_0,0.07,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0231,fadE4,Probable acyl-CoA dehydrogenase FadE4,xu_rif_4_vs_xu_rif_0,-0.56,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0232,Rv0232,Probable transcriptional regulatory protein (probably TetR/AcrR-family),xu_rif_4_vs_xu_rif_0,0.11,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0233,nrdB,Ribonucleoside-diphosphate reductase (beta chain) NrdB (ribonucleotide reductase small chain),xu_rif_4_vs_xu_rif_0,-0.08,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0234c,gabD1,Succinate-semialdehyde dehydrogenase [NADP+] dependent (SSDH) GabD1,xu_rif_4_vs_xu_rif_0,-0.01,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv0235c,Rv0235c,Probable conserved transmembrane protein,xu_rif_4_vs_xu_rif_0,-0.07,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
